location_id,age_group_id,age_group,sex_id,year_id,severity,metric_id,level,cause_name,prev,lower,upper
1,NA,15 to 59,1,2021,moderate and severe,3,3,Uterine cancer,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,3,3,Ovarian cancer,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,3,3,Other gynecological diseases,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,3,3,Endometriosis,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,3,3,Uterine fibroids,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,3,3,Protein-energy malnutrition,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,3,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,3,3,Retinoblastoma,0,0,0
1,NA,15 to 59,1,2021,severe,3,3,Cervical cancer,0,0,0
1,NA,15 to 59,1,2021,severe,3,3,Uterine cancer,0,0,0
1,NA,15 to 59,1,2021,severe,3,3,Ovarian cancer,0,0,0
1,NA,15 to 59,1,2021,severe,3,3,Zika virus,0,0,0
1,NA,15 to 59,1,2021,severe,3,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,1,2021,severe,3,3,Retinoblastoma,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,3,3,Prostate cancer,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,3,3,Testicular cancer,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,3,3,Protein-energy malnutrition,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,3,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,3,3,Retinoblastoma,0,0,0
1,NA,15 to 59,2,2021,severe,3,3,Testicular cancer,0,0,0
1,NA,15 to 59,2,2021,severe,3,3,Zika virus,0,0,0
1,NA,15 to 59,2,2021,severe,3,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,2,2021,severe,3,3,Retinoblastoma,0,0,0
1,NA,15 to 59,3,2021,moderate and severe,3,3,Protein-energy malnutrition,0,0,0
1,NA,15 to 59,3,2021,moderate and severe,3,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,3,2021,moderate and severe,3,3,Retinoblastoma,0,0,0
1,NA,15 to 59,3,2021,severe,3,3,Zika virus,0,0,0
1,NA,15 to 59,3,2021,severe,3,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,3,2021,severe,3,3,Retinoblastoma,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Maternal obstructed labor and uterine rupture,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Chlamydial infection,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Gonococcal infection,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Other sexually transmitted infections,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Cervical cancer,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Uterine cancer,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Ovarian cancer,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Other gynecological diseases,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Endometriosis,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Uterine fibroids,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Protein-energy malnutrition,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,1,2021,moderate and severe,1,3,Retinoblastoma,0,0,0
1,NA,15 to 59,1,2021,severe,1,3,Cervical cancer,0,0,0
1,NA,15 to 59,1,2021,severe,1,3,Uterine cancer,0,0,0
1,NA,15 to 59,1,2021,severe,1,3,Ovarian cancer,0,0,0
1,NA,15 to 59,1,2021,severe,1,3,Zika virus,0,0,0
1,NA,15 to 59,1,2021,severe,1,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,1,2021,severe,1,3,Retinoblastoma,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,1,3,Prostate cancer,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,1,3,Testicular cancer,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,1,3,Protein-energy malnutrition,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,1,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,2,2021,moderate and severe,1,3,Retinoblastoma,0,0,0
1,NA,15 to 59,2,2021,severe,1,3,Testicular cancer,0,0,0
1,NA,15 to 59,2,2021,severe,1,3,Zika virus,0,0,0
1,NA,15 to 59,2,2021,severe,1,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,2,2021,severe,1,3,Retinoblastoma,0,0,0
1,NA,15 to 59,3,2021,moderate and severe,1,3,Protein-energy malnutrition,0,0,0
1,NA,15 to 59,3,2021,moderate and severe,1,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,3,2021,moderate and severe,1,3,Retinoblastoma,0,0,0
1,NA,15 to 59,3,2021,severe,1,3,Zika virus,0,0,0
1,NA,15 to 59,3,2021,severe,1,3,Hepatoblastoma,0,0,0
1,NA,15 to 59,3,2021,severe,1,3,Retinoblastoma,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Maternal obstructed labor and uterine rupture,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Chlamydial infection,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Gonococcal infection,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Other sexually transmitted infections,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Cervical cancer,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Uterine cancer,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Ovarian cancer,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Other gynecological diseases,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Endometriosis,0,0,0
1,NA,15 plus,1,2021,moderate and severe,3,3,Uterine fibroids,0,0,0
1,NA,15 plus,1,2021,severe,3,3,Cervical cancer,0,0,0
1,NA,15 plus,1,2021,severe,3,3,Uterine cancer,0,0,0
1,NA,15 plus,1,2021,severe,3,3,Ovarian cancer,0,0,0
1,NA,15 plus,1,2021,severe,3,3,Zika virus,0,0,0
1,NA,15 plus,2,2021,moderate and severe,3,3,Prostate cancer,0,0,0
1,NA,15 plus,2,2021,moderate and severe,3,3,Testicular cancer,0,0,0
1,NA,15 plus,2,2021,severe,3,3,Testicular cancer,0,0,0
1,NA,15 plus,2,2021,severe,3,3,Zika virus,0,0,0
1,NA,15 plus,3,2021,severe,3,3,Zika virus,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Maternal obstructed labor and uterine rupture,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Chlamydial infection,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Gonococcal infection,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Other sexually transmitted infections,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Cervical cancer,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Uterine cancer,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Ovarian cancer,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Other gynecological diseases,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Endometriosis,0,0,0
1,NA,15 plus,1,2021,moderate and severe,1,3,Uterine fibroids,0,0,0
1,NA,15 plus,1,2021,severe,1,3,Cervical cancer,0,0,0
1,NA,15 plus,1,2021,severe,1,3,Uterine cancer,0,0,0
1,NA,15 plus,1,2021,severe,1,3,Ovarian cancer,0,0,0
1,NA,15 plus,1,2021,severe,1,3,Zika virus,0,0,0
1,NA,15 plus,2,2021,moderate and severe,1,3,Prostate cancer,0,0,0
1,NA,15 plus,2,2021,moderate and severe,1,3,Testicular cancer,0,0,0
1,NA,15 plus,2,2021,severe,1,3,Testicular cancer,0,0,0
1,NA,15 plus,2,2021,severe,1,3,Zika virus,0,0,0
1,NA,15 plus,3,2021,severe,1,3,Zika virus,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Esophageal cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Liver cancer due to alcohol use,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Larynx cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Breast cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Cervical cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Uterine cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Lip and oral cavity cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Other pharynx cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Gallbladder and biliary tract cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Pancreatic cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Malignant skin melanoma,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Ovarian cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Testicular cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Bladder cancer,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Mesothelioma,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Multiple myeloma,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Gout,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Opioid use disorders,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Silicosis,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Asbestosis,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Coal workers pneumoconiosis,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Other pneumoconiosis,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Chronic lymphoid leukemia,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Down syndrome,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Chronic kidney disease due to hypertension,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Syphilis,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Chronic kidney disease due to diabetes mellitus type 2,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Liver cancer due to NASH,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Sickle cell disorders,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Amphetamine use disorders,0,0,0
1,NA,0 to 14,3,2021,severe,3,3,Cocaine use disorders,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Esophageal cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Liver cancer due to alcohol use,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Larynx cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Breast cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Cervical cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Uterine cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Lip and oral cavity cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Other pharynx cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Gallbladder and biliary tract cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Pancreatic cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Malignant skin melanoma,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Ovarian cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Testicular cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Bladder cancer,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Mesothelioma,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Multiple myeloma,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Gout,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Opioid use disorders,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Silicosis,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Asbestosis,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Coal workers pneumoconiosis,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Other pneumoconiosis,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Chronic lymphoid leukemia,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Down syndrome,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Chronic kidney disease due to hypertension,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Syphilis,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Chronic kidney disease due to diabetes mellitus type 2,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Liver cancer due to NASH,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Sickle cell disorders,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Amphetamine use disorders,0,0,0
1,NA,0 to 14,3,2021,severe,1,3,Cocaine use disorders,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Schistosomiasis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Trachoma,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Esophageal cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Stomach cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Liver cancer due to alcohol use,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Larynx cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,"Tracheal, bronchus, and lung cancer",0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Breast cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Cervical cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Uterine cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Prostate cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Colon and rectum cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Lip and oral cavity cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Other pharynx cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Gallbladder and biliary tract cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Pancreatic cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Malignant skin melanoma,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Ovarian cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Testicular cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Bladder cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Mesothelioma,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Multiple myeloma,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Ischemic heart disease,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Hypertensive heart disease,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Chronic obstructive pulmonary disease,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Silicosis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Asbestosis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Coal workers pneumoconiosis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Other pneumoconiosis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Interstitial lung disease and pulmonary sarcoidosis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Alzheimer's disease and other dementias,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Parkinson's disease,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Osteoarthritis hip,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Osteoarthritis knee,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Gout,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Glaucoma,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Cataract,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Age-related macular degeneration,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Opioid use disorders,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Amphetamine use disorders,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Other gynecological diseases,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Endometriosis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Atrial fibrillation and flutter,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Chronic lymphoid leukemia,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Chronic kidney disease due to hypertension,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Alcoholic cardiomyopathy,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Non-melanoma skin cancer (squamous-cell carcinoma),0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Chronic kidney disease due to diabetes mellitus type 2,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Non-rheumatic calcific aortic valve disease,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Non-rheumatic degenerative mitral valve disease,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Other non-rheumatic valve diseases,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Liver cancer due to NASH,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Diabetes mellitus type 2,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Osteoarthritis hand,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Osteoarthritis other,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Cirrhosis and other chronic liver diseases due to alcohol use,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,3,3,Cirrhosis and other chronic liver diseases due to NAFLD,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Schistosomiasis,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Trachoma,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Esophageal cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Stomach cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Liver cancer due to alcohol use,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Larynx cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,"Tracheal, bronchus, and lung cancer",0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Breast cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Cervical cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Uterine cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Prostate cancer,0,0,0
1,NA,0 to 14,3,2021,moderate and severe,1,3,Colon and rectum cancer,0,0,0
