IncomeGroupCountry,age_group_id,sex_id,year_id,cause_name,level,severity,metric_id,mean,lower,upper
High,22,3,2021,Other vision loss,3,moderate and severe,3,0.00115153189930733,0.00100941246322355,0.00130687042125015
High,22,3,2021,Contact dermatitis,3,moderate and severe,3,0.000763313108034338,0.000483979664267768,0.00108054616462315
High,22,3,2021,Diarrheal diseases,3,moderate and severe,3,4.32691924793609E-06,3.1555770251786E-06,5.6418455664071E-06
High,22,3,2021,Lower respiratory infections,3,moderate and severe,3,4.57106063816573E-06,2.78236742305938E-06,7.27935664303888E-06
High,22,3,2021,Other mental disorders,3,moderate and severe,3,0.001631431533734,0.00105019381987357,0.00247336626479668
High,22,3,2021,Cysticercosis,3,moderate and severe,3,0.000624946824156518,0.000452086894437751,0.000828153545711604
High,22,3,2021,Opioid use disorders,3,moderate and severe,3,0.00591124780131681,0.00518386763274136,0.00668773093858863
High,22,3,2021,Hemolytic disease and other neonatal jaundice,3,moderate and severe,3,4.17692467077545E-05,3.77549531424784E-05,4.7499916487157E-05
High,22,3,2021,Neonatal preterm birth,3,moderate and severe,3,0.00221124190443448,0.00195618584521609,0.00240824742134486
High,22,3,2021,Neonatal encephalopathy due to birth asphyxia and trauma,3,moderate and severe,3,0.000761373217529405,0.000691595134536798,0.000822741702369945
High,22,3,2021,Tetanus,3,moderate and severe,3,8.07400873176736E-08,7.0909328092001E-08,9.45562443091542E-08
High,22,3,2021,Cystic echinococcosis,3,moderate and severe,3,9.29066981713597E-07,6.48437840164336E-07,1.18644724552411E-06
High,22,3,2021,Encephalitis,3,moderate and severe,3,2.19617110534184E-05,1.97208628363033E-05,2.4308994709459E-05
High,22,3,2021,Cocaine use disorders,3,moderate and severe,3,0.0005270279998822,0.000369454811172194,0.000770190616758595
High,22,3,2021,Amphetamine use disorders,3,moderate and severe,3,0.000503696067467413,0.000317149919794567,0.000695033444462807
High,22,3,2021,Cannabis use disorders,3,moderate and severe,3,0.000331374618843794,0.000215210646808103,0.000507245554108723
High,22,3,2021,Conduct disorder,3,moderate and severe,3,0.00202711852003021,0.00134051588990134,0.00266364308031375
High,22,3,2021,Malaria,3,moderate and severe,3,3.68992304315846E-07,2.98192675274747E-07,4.52060699851338E-07
High,22,3,2021,Atrial fibrillation and flutter,3,moderate and severe,3,0.00627287334291727,0.00534679421127198,0.00777156115220762
High,22,3,2021,Sickle cell disorders,3,moderate and severe,3,2.89548401320085E-05,2.47784606937308E-05,3.57337070904553E-05
High,22,3,2021,Otitis media,3,moderate and severe,3,9.29509615867375E-06,6.84979957218982E-06,1.32112693999175E-05
High,22,3,2021,Rheumatic heart disease,3,moderate and severe,3,6.32631938062497E-05,5.02463514875363E-05,7.80354199625406E-05
High,22,3,2021,Motor neuron disease,3,moderate and severe,3,4.92436333030527E-05,4.35429525315939E-05,5.57855693306217E-05
High,22,3,2021,Ebola,3,moderate and severe,3,0,0,0
High,22,3,2021,Acute lymphoid leukemia,3,moderate and severe,3,1.26835939809303E-05,1.16627579718044E-05,1.37575766546381E-05
High,22,3,2021,Acute myeloid leukemia,3,moderate and severe,3,2.92585423205337E-05,2.64816599787586E-05,3.09593836712778E-05
High,22,3,2021,Chronic lymphoid leukemia,3,moderate and severe,3,8.49914015738057E-05,7.45238733647515E-05,9.04790368844062E-05
High,22,3,2021,Chronic myeloid leukemia,3,moderate and severe,3,6.78969062042351E-06,6.16028992860821E-06,7.30517654648494E-06
High,22,3,2021,Down syndrome,3,moderate and severe,3,0.000132104553575504,0.000114178903289703,0.000154174897953451
High,22,3,2021,Other chromosomal abnormalities,3,moderate and severe,3,0.000214763368166725,0.00019110025188796,0.000245741346827965
High,22,3,2021,Neonatal sepsis and other neonatal infections,3,moderate and severe,3,0.000443838489462177,0.000305041639755802,0.000592981458822854
High,22,3,2021,Autism spectrum disorders,3,moderate and severe,3,0.00295840625430976,0.00235883564448636,0.00377068526113598
High,22,3,2021,Migraine,3,moderate and severe,3,0.0183451175747274,0.00567852869880875,0.0349177378442717
High,22,3,2021,Tension-type headache,3,moderate and severe,3,0.00220042171547505,0.00130556831296176,0.00324881983229614
High,22,3,2021,Chronic kidney disease due to hypertension,3,moderate and severe,3,0.000385510384062786,0.000314033939824103,0.00045811145809062
High,22,3,2021,Chronic kidney disease due to glomerulonephritis,3,moderate and severe,3,0.000279538948688494,0.000234622904089298,0.000331227885043811
High,22,3,2021,Chronic kidney disease due to other and unspecified causes,3,moderate and severe,3,0.000867552310385365,0.000734138970150162,0.00105152255152477
High,22,3,2021,African trypanosomiasis,3,moderate and severe,3,0,0,0
High,22,3,2021,Other leukemia,3,moderate and severe,3,1.78399203124848E-05,1.49025211519732E-05,1.95286864643743E-05
High,22,3,2021,Drug-susceptible tuberculosis,3,moderate and severe,3,0.000144076752148067,0.00012393474010787,0.000168626814268444
High,22,3,2021,Multidrug-resistant tuberculosis without extensive drug resistance,3,moderate and severe,3,2.61591224006537E-06,1.63969832278393E-06,4.36814595738073E-06
High,22,3,2021,Extensively drug-resistant tuberculosis,3,moderate and severe,3,2.48785034961412E-07,1.6631507726971E-07,3.68065830208802E-07
High,22,3,2021,Zika virus,3,moderate and severe,3,1.74429166166116E-10,1.05217190222437E-10,2.84837580760694E-10
High,22,3,2021,Myocarditis,3,moderate and severe,3,1.63920723166163E-05,1.28438977456215E-05,2.0338734713961E-05
High,22,3,2021,Alcoholic cardiomyopathy,3,moderate and severe,3,6.893975243335E-05,5.45760025127526E-05,8.66707540897135E-05
High,22,3,2021,Other cardiomyopathy,3,moderate and severe,3,0.000390646987209821,0.000307821233717082,0.000491912111203313
High,22,3,2021,Congenital musculoskeletal and limb anomalies,3,moderate and severe,3,0.00128251055471711,0.000991023425601209,0.00155523495194376
High,22,3,2021,Digestive congenital anomalies,3,moderate and severe,3,8.21453929588012E-07,3.28321020147013E-07,1.63569008413644E-06
High,22,3,2021,Urogenital congenital anomalies,3,moderate and severe,3,4.42853331479179E-05,2.87329182600621E-05,6.30356453008201E-05
High,22,3,2021,Neural tube defects,3,moderate and severe,3,8.66184010154604E-05,7.54590743478845E-05,9.95615711119007E-05
High,22,3,2021,Protein-energy malnutrition,3,moderate and severe,3,3.59509502613019E-08,2.2416659540328E-08,5.35377151121829E-08
High,22,3,2021,Non-melanoma skin cancer (squamous-cell carcinoma),3,moderate and severe,3,8.03758738747359E-05,3.96810540801566E-05,0.000121271658325249
High,22,3,2021,Syphilis,3,moderate and severe,3,7.57769304257125E-06,5.88505798466702E-06,9.84654154064374E-06
High,22,3,2021,"Inguinal, femoral, and abdominal hernia",3,moderate and severe,3,0.000229656444796773,0.000180362206609778,0.000291616556755876
High,22,3,2021,Pancreatitis,3,moderate and severe,3,0.000138090403391734,4.94984680127366E-05,0.000258081048614754
High,22,3,2021,Acne vulgaris,3,moderate and severe,3,0.000504896758801184,0.000193794279472718,0.00112746723233488
High,22,3,2021,Congenital heart anomalies,3,moderate and severe,3,0.00013193410769727,0.000103326815721013,0.000159074203889325
High,22,3,2021,Peptic ulcer disease,3,moderate and severe,3,4.1580878939539E-05,3.69357995828838E-05,4.62926420330145E-05
High,22,3,2021,Gastritis and duodenitis,3,moderate and severe,3,2.78903046616751E-05,2.46533423538768E-05,3.22176881253907E-05
High,22,3,2021,HIV/AIDS resulting in other diseases,3,moderate and severe,3,0.000104936964830548,5.97686731559602E-05,0.000143800758537803
High,22,3,2021,HIV/AIDS - Drug-susceptible Tuberculosis,3,moderate and severe,3,4.91715813215709E-06,4.26348327275233E-06,5.78526772565274E-06
High,22,3,2021,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,3,moderate and severe,3,1.13824769836205E-07,7.99483201668446E-08,1.74092325625103E-07
High,22,3,2021,HIV/AIDS - Extensively drug-resistant Tuberculosis,3,moderate and severe,3,1.42571551271184E-08,1.01044289359453E-08,2.02610725769488E-08
High,22,3,2021,Subarachnoid hemorrhage,3,moderate and severe,3,0.00061216139340193,0.000571980713629762,0.000665237217058848
High,22,3,2021,Chronic kidney disease due to diabetes mellitus type 1,3,moderate and severe,3,0.000106547000180181,7.92881603035749E-05,0.000139265644063611
High,22,3,2021,Chronic kidney disease due to diabetes mellitus type 2,3,moderate and severe,3,0.000635207025445465,0.000511573210880819,0.000806777256638145
High,22,3,2021,Non-rheumatic calcific aortic valve disease,3,moderate and severe,3,0.000239624692669693,0.000146357701630564,0.000399896700888214
High,22,3,2021,Non-rheumatic degenerative mitral valve disease,3,moderate and severe,3,0.000232306245491745,0.000146975148835009,0.000386295719342323
High,22,3,2021,Other non-rheumatic valve diseases,3,moderate and severe,3,1.07517862585645E-06,8.61912897116745E-07,1.26123646014024E-06
High,22,3,2021,Liver cancer due to NASH,3,moderate and severe,3,5.22585216725172E-06,4.11057371049025E-06,6.75734564115668E-06
High,22,3,2021,Diabetes mellitus type 1,3,moderate and severe,3,0.000146415453020263,0.000112082264592039,0.000183066422338992
High,22,3,2021,Diabetes mellitus type 2,3,moderate and severe,3,0.00149774114361722,0.00102130422981058,0.00201715572265464
High,22,3,2021,Ulcerative colitis,3,moderate and severe,3,0.000717978201281183,0.000607571349487446,0.000845860570392297
High,22,3,2021,Crohn's disease,3,moderate and severe,3,0.00054232940035999,0.000440787428853411,0.00065353153615169
High,22,3,2021,Other malignant neoplasms,3,moderate and severe,3,6.2419060790167E-05,5.55352103001813E-05,6.62805585523576E-05
High,22,3,2021,Meningitis,3,moderate and severe,3,2.56407565545789E-05,2.35685484707611E-05,2.88839754967579E-05
High,22,3,2021,Osteoarthritis hand,3,moderate and severe,3,0.00494662824836787,1.63712983340178E-05,0.017438358992705
High,22,3,2021,Osteoarthritis other,3,moderate and severe,3,0.00126227202810404,4.11184922726446E-06,0.00463157167643566
High,22,3,2021,Burkitt lymphoma,3,moderate and severe,3,5.73144345188234E-06,2.04470450278892E-06,1.11479475750808E-05
High,22,3,2021,Other non-Hodgkin lymphoma,3,moderate and severe,3,0.000282403516896118,0.000254375791599264,0.000298432834984091
High,22,3,2021,Hepatoblastoma,3,moderate and severe,3,1.73753602549977E-07,1.46491353410838E-07,2.06787520277924E-07
High,22,3,2021,Retinoblastoma,3,moderate and severe,3,3.35411656098284E-07,2.4442310415078E-07,4.14549100301273E-07
High,22,3,2021,Other eye cancers,3,moderate and severe,3,5.83529927454811E-06,5.01881425513978E-06,6.64063778529055E-06
High,22,3,2021,Soft tissue and other extraosseous sarcomas,3,moderate and severe,3,3.03573926492449E-05,2.74084451720154E-05,3.22217206335064E-05
High,22,3,2021,Malignant neoplasm of bone and articular cartilage,3,moderate and severe,3,1.33370874365902E-05,1.21760502195299E-05,1.39135271354149E-05
High,22,3,2021,Neuroblastoma and other peripheral nervous cell tumors,3,moderate and severe,3,1.59267237359746E-06,1.41750104066422E-06,1.833722773891E-06
High,22,3,2021,Pulmonary Arterial Hypertension,3,moderate and severe,3,1.28269407168298E-05,9.94490213235402E-06,1.62754675694901E-05
High,22,3,2021,Cirrhosis and other chronic liver diseases due to hepatitis B,3,moderate and severe,3,4.99902874026589E-05,4.07401522944954E-05,6.0919845927496E-05
High,22,3,2021,Cirrhosis and other chronic liver diseases due to hepatitis C,3,moderate and severe,3,0.000123396649161409,0.000107365672389891,0.000152568373370783
High,22,3,2021,Cirrhosis and other chronic liver diseases due to alcohol use,3,moderate and severe,3,0.000135202471793017,0.000117605308768497,0.000157092129669709
High,22,3,2021,Cirrhosis and other chronic liver diseases due to other causes,3,moderate and severe,3,7.33532804131058E-05,5.92275379197299E-05,8.86209002047076E-05
High,22,3,2021,Cirrhosis and other chronic liver diseases due to NAFLD,3,moderate and severe,3,4.83616708703366E-05,3.57289133856273E-05,6.28551225727586E-05
High,22,3,2021,G6PD deficiency,3,moderate and severe,3,1.51023302821113E-07,1.13645878056819E-07,1.94291696501958E-07
High,22,3,2021,Thyroid diseases,3,moderate and severe,3,1.54298283805522E-05,1.17465768735317E-05,1.9428107929747E-05
High,22,3,2021,COVID-19,3,moderate and severe,3,0.00348351373967817,0.00134158332385565,0.00756167813273164
High,22,3,2021,Maternal obstructed labor and uterine rupture,3,moderate and severe,3,0,0,0
High,22,3,2021,Chlamydial infection,3,moderate and severe,3,3.6009896565976E-06,2.55054903670602E-06,4.98086662851372E-06
High,22,3,2021,Gonococcal infection,3,moderate and severe,3,9.93288560864847E-07,7.21522860850888E-07,1.3075884796109E-06
High,22,3,2021,Other sexually transmitted infections,3,moderate and severe,3,1.20819505241251E-05,9.01511160886095E-06,1.57921878056363E-05
High,22,3,2021,Cervical cancer,3,moderate and severe,3,5.61242267584822E-05,5.28916711083543E-05,5.88765188551575E-05
High,22,3,2021,Uterine cancer,3,moderate and severe,3,0.000141170298235237,0.00012897940488532,0.00014915378169214
High,22,3,2021,Ovarian cancer,3,moderate and severe,3,9.69798016009619E-05,8.77449935921717E-05,0.000102888205530553
High,22,3,2021,Other gynecological diseases,3,moderate and severe,3,0.00518066348570168,0.00372643902489435,0.00738851317881994
High,22,3,2021,Endometriosis,3,moderate and severe,3,0.000336672947663698,0.000195598738809911,0.000505769065911398
High,22,3,2021,Uterine fibroids,3,moderate and severe,3,1.01632994588319E-06,7.37538349583748E-07,1.41117898203815E-06
Low,22,3,2021,Upper respiratory infections,3,moderate and severe,3,4.67887326533071E-06,3.26413413862682E-06,6.46665382832778E-06
Low,22,3,2021,Chagas disease,3,moderate and severe,3,0,0,0
Low,22,3,2021,Schistosomiasis,3,moderate and severe,3,3.60597521607087E-06,3.06801211809529E-06,4.22252665041951E-06
Low,22,3,2021,Onchocerciasis,3,moderate and severe,3,0.00702331634476838,0.00476325500759016,0.00891604829935742
Low,22,3,2021,Trachoma,3,moderate and severe,3,0.000378674481771745,0.000305893832311796,0.000467267856271466
Low,22,3,2021,Dengue,3,moderate and severe,3,2.84987368967926E-05,1.21026224307339E-06,9.51926191682111E-05
Low,22,3,2021,Food-borne trematodiases,3,moderate and severe,3,0,0,0
Low,22,3,2021,Iodine deficiency,3,moderate and severe,3,0.000308713367475193,0.000142842198247822,0.000462906704668723
Low,22,3,2021,Vitamin A deficiency,3,moderate and severe,3,0.000254036275421986,0.000188834844911604,0.000324660875110174
Low,22,3,2021,Other unspecified infectious diseases,3,moderate and severe,3,9.99497356419546E-07,6.75713581248012E-07,1.47529168443333E-06
Low,22,3,2021,Esophageal cancer,3,moderate and severe,3,1.83009657872233E-05,1.45649650512251E-05,2.13388393300212E-05
Low,22,3,2021,Stomach cancer,3,moderate and severe,3,2.8414345853904E-05,2.18622798308168E-05,3.3073132317317E-05
Low,22,3,2021,injuries,3,moderate and severe,3,0.00596761551761788,0.00455787724970169,0.00810961170048628
Low,22,3,2021,Liver cancer due to hepatitis B,3,moderate and severe,3,7.35261364580337E-06,5.2889251069992E-06,9.54756498114612E-06
Low,22,3,2021,Liver cancer due to hepatitis C,3,moderate and severe,3,4.17682332694056E-06,2.95964494009509E-06,5.93257020496855E-06
Low,22,3,2021,Liver cancer due to alcohol use,3,moderate and severe,3,2.52348479758537E-06,1.73635857926549E-06,3.62094103601772E-06
Low,22,3,2021,Liver cancer due to other causes,3,moderate and severe,3,9.09032180603197E-07,6.44929364056457E-07,1.23123018228624E-06
Low,22,3,2021,Larynx cancer,3,moderate and severe,3,5.15593003836577E-06,4.03561108071356E-06,6.03892833313304E-06
Low,22,3,2021,"Tracheal, bronchus, and lung cancer",3,moderate and severe,3,2.01189758111376E-05,1.53299026008613E-05,2.46898814555466E-05
Low,22,3,2021,Breast cancer,3,moderate and severe,3,4.27760190855666E-05,3.50101980990891E-05,5.00795240912508E-05
Low,22,3,2021,Prostate cancer,3,moderate and severe,3,5.42719753706985E-05,3.83935468959735E-05,6.8165499588787E-05
Low,22,3,2021,Colon and rectum cancer,3,moderate and severe,3,2.56755812738211E-05,2.22725138363548E-05,2.93724790776704E-05
Low,22,3,2021,Lip and oral cavity cancer,3,moderate and severe,3,5.66457078712009E-06,4.64123212542883E-06,6.55313133260141E-06
Low,22,3,2021,Nasopharynx cancer,3,moderate and severe,3,3.09120565564639E-06,2.46526118804591E-06,3.82203072643086E-06
Low,22,3,2021,Other pharynx cancer,3,moderate and severe,3,1.05378318961004E-06,8.36908498393796E-07,1.32114128874646E-06
Low,22,3,2021,Gallbladder and biliary tract cancer,3,moderate and severe,3,1.65872264485227E-06,1.23722293905761E-06,2.244418249783E-06
Low,22,3,2021,Pancreatic cancer,3,moderate and severe,3,4.29762283692089E-06,3.36524434434031E-06,5.26316713154016E-06
Low,22,3,2021,Malignant skin melanoma,3,moderate and severe,3,1.96296061477104E-06,1.28538384197084E-06,2.43557747613958E-06
Low,22,3,2021,Testicular cancer,3,moderate and severe,3,1.8007771421488E-06,1.41739943293652E-06,2.13350301268976E-06
Low,22,3,2021,Kidney cancer,3,moderate and severe,3,4.16320132006724E-06,3.06996583556598E-06,5.33133960145426E-06
Low,22,3,2021,Bladder cancer,3,moderate and severe,3,1.76927154490628E-05,1.44785260643803E-05,2.24884009732784E-05
Low,22,3,2021,Brain and central nervous system cancer,3,moderate and severe,3,8.36157235116319E-06,6.31926744384469E-06,1.06227415265891E-05
Low,22,3,2021,Thyroid cancer,3,moderate and severe,3,4.60101279990733E-06,3.62142746019805E-06,5.84109719880596E-06
Low,22,3,2021,Mesothelioma,3,moderate and severe,3,2.59574512112586E-07,1.55878633770715E-07,4.57548329541733E-07
Low,22,3,2021,Hodgkin lymphoma,3,moderate and severe,3,3.38605751783142E-06,2.20704449645406E-06,4.46850056258863E-06
Low,22,3,2021,Multiple myeloma,3,moderate and severe,3,2.37678785513679E-06,1.66139296934872E-06,3.00596683240728E-06
Low,22,3,2021,Ischemic heart disease,3,moderate and severe,3,0.000161039776636701,0.000123215570143181,0.000205197203285503
Low,22,3,2021,Ischemic stroke,3,moderate and severe,3,0.00137738967124534,0.00132241291861217,0.00143868988756492
Low,22,3,2021,Intracerebral hemorrhage,3,moderate and severe,3,0.000404082049468477,0.000377985834702062,0.000432187796178179
Low,22,3,2021,Hypertensive heart disease,3,moderate and severe,3,0.000343975357503618,0.000256540908893576,0.00043197509336805
Low,22,3,2021,Endocarditis,3,moderate and severe,3,1.37236954866791E-05,9.27222344257427E-06,1.89690304027208E-05
